Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
HBR_Rep1_ERCC.read1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0004216882711624259)	(15.0, 0.0016867530846497035)	(16.0, 0.0025301296269745555)	(17.0, 0.0021084413558121293)	(18.0, 0.0016867530846497035)	(19.0, 0.006747012338598814)	(20.0, 0.009698830236735796)	(21.0, 0.013915712948360054)	(22.0, 0.019397660473471592)	(23.0, 0.023192854913933424)	(24.0, 0.037530256133455904)	(25.0, 0.04680739809902927)	(26.0, 0.06662674684366329)	(27.0, 0.10710882087525617)	(28.0, 0.1387354412124381)	(29.0, 0.290121530559749)	(30.0, 0.5165681321739718)	(31.0, 0.6751229221310439)	(32.0, 0.760303952905854)	(33.0, 0.904943029914566)	(34.0, 1.1263293722748395)	(35.0, 1.393258047920655)	(36.0, 1.867235664707222)	(37.0, 2.3530205530863366)	(38.0, 2.767540123639001)	(39.0, 2.6735036391697804)	(40.0, 2.1628391427920826)	(41.0, 2.004706041106173)	(42.0, 1.8959104671462668)	(43.0, 1.9161515041620631)	(44.0, 2.356394059255636)	(45.0, 2.7144074014725352)	(46.0, 3.1023606109419672)	(47.0, 3.40175928346729)	(48.0, 3.4949523913941856)	(49.0, 3.574229786372722)	(50.0, 3.5662177092206355)	(51.0, 3.9676649433672653)	(52.0, 4.9278491368041095)	(53.0, 5.151343920520195)	(54.0, 4.542426056961651)	(55.0, 4.223629723962858)	(56.0, 3.7770618448018487)	(57.0, 3.4063978544500766)	(58.0, 3.2604937126278775)	(59.0, 2.9450708857983825)	(60.0, 2.5440453399229157)	(61.0, 2.24759848529573)	(62.0, 2.1172968095065405)	(63.0, 2.007236170733147)	(64.0, 1.7668738561705644)	(65.0, 1.457354665137344)	(66.0, 1.2562093597928667)	(67.0, 1.0487387303809532)	(68.0, 0.8328343355457911)	(69.0, 0.6405444838957249)	(70.0, 0.5161464439028093)	(71.0, 0.3976520397061676)	(72.0, 0.2888564657462617)	(73.0, 0.2070489411407511)	(74.0, 0.14632583009336178)	(75.0, 0.11006063877339316)	(76.0, 0.06662674684366329)	(77.0, 0.045120645014379575)	(78.0, 0.03921700921810561)	(79.0, 0.02656636108323283)	(80.0, 0.01728921911765946)	(81.0, 0.012228959863710353)	(82.0, 0.0059036357962739625)	(83.0, 0.0021084413558121293)	(84.0, 0.0012650648134872777)	(85.0, 0.0008433765423248518)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
HBR_Rep1_ERCC.read2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0004216882711624259)	(15.0, 0.003373506169299407)	(16.0, 0.003795194440461833)	(17.0, 0.0021084413558121293)	(18.0, 0.004216882711624259)	(19.0, 0.005481947525111536)	(20.0, 0.004638570982786684)	(21.0, 0.008855453694410943)	(22.0, 0.01813259565998431)	(23.0, 0.029939867252532237)	(24.0, 0.03373506169299407)	(25.0, 0.039638697489268036)	(26.0, 0.0716870060976124)	(27.0, 0.0927714196557337)	(28.0, 0.14759089490684907)	(29.0, 0.21716945964864934)	(30.0, 0.3563265891322499)	(31.0, 0.7598822646346914)	(32.0, 0.9913891255028633)	(33.0, 0.9361479619805855)	(34.0, 1.1448836562059863)	(35.0, 1.5463308903526156)	(36.0, 1.7900667110844977)	(37.0, 2.0616339577131)	(38.0, 2.4251292474551116)	(39.0, 2.3939243153890915)	(40.0, 2.469406515927166)	(41.0, 2.2480201735668923)	(42.0, 1.7774160629496252)	(43.0, 1.8486813807760751)	(44.0, 2.1906705686888026)	(45.0, 2.51874404365317)	(46.0, 2.8750706327854196)	(47.0, 3.281578126185998)	(48.0, 3.447301616752832)	(49.0, 3.5468200487471644)	(50.0, 3.587723811049919)	(51.0, 3.728146005347007)	(52.0, 4.247244267147954)	(53.0, 4.723752013561495)	(54.0, 4.760017204881463)	(55.0, 4.396943603410615)	(56.0, 4.072243634615546)	(57.0, 3.7922426225636965)	(58.0, 3.6644710764014805)	(59.0, 3.340192795877575)	(60.0, 2.70302181815115)	(61.0, 2.3175987383086927)	(62.0, 2.088200318796333)	(63.0, 2.017778377512208)	(64.0, 1.7500063253240674)	(65.0, 1.4316316805964358)	(66.0, 1.2178357271170859)	(67.0, 1.0470519772963034)	(68.0, 0.8754248509331961)	(69.0, 0.6755446104022063)	(70.0, 0.5448212463418542)	(71.0, 0.4364473606531108)	(72.0, 0.34156749964156496)	(73.0, 0.2728323114420895)	(74.0, 0.19650673436169044)	(75.0, 0.13915712948360054)	(76.0, 0.10500037951944405)	(77.0, 0.08054245979202335)	(78.0, 0.05903635796273962)	(79.0, 0.04006038576043046)	(80.0, 0.02572298454090798)	(81.0, 0.013494024677197628)	(82.0, 0.00716870060976124)	(83.0, 0.005481947525111536)	(84.0, 0.0021084413558121293)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
HBR_Rep2_ERCC.read1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0003452418764586469)	(15.0, 0.0013809675058345876)	(16.0, 0.0017262093822932346)	(17.0, 0.0010357256293759408)	(18.0, 0.0010357256293759408)	(19.0, 0.00448814439396241)	(20.0, 0.007595321282090233)	(21.0, 0.011047740046676701)	(22.0, 0.01553588444063911)	(23.0, 0.018297819452308288)	(24.0, 0.03314322014003011)	(25.0, 0.05040531396296245)	(26.0, 0.05869111899796998)	(27.0, 0.0787151478325715)	(28.0, 0.11565602861364672)	(29.0, 0.2817173711902559)	(30.0, 0.4930053995829478)	(31.0, 0.6348998108074517)	(32.0, 0.7125792330106472)	(33.0, 0.7992349440017676)	(34.0, 0.9891179760540235)	(35.0, 1.2666924447267756)	(36.0, 1.6985900321765428)	(37.0, 2.2047146230649193)	(38.0, 2.6355764848853105)	(39.0, 2.5043845718310247)	(40.0, 2.06420117934625)	(41.0, 1.948890392609062)	(42.0, 1.8719014541587837)	(43.0, 1.954759504508859)	(44.0, 2.3745736262825736)	(45.0, 2.6742435750486795)	(46.0, 3.0056757764489803)	(47.0, 3.4130611906701835)	(48.0, 3.636432684738928)	(49.0, 3.6668139698672895)	(50.0, 3.636432684738928)	(51.0, 4.052449145871598)	(52.0, 4.963197215969508)	(53.0, 5.262521922859155)	(54.0, 4.688039440431966)	(55.0, 4.298606603786613)	(56.0, 3.822863298026597)	(57.0, 3.4237636888404017)	(58.0, 3.259428555646086)	(59.0, 2.9835802963556266)	(60.0, 2.6404098711557316)	(61.0, 2.3117396047670997)	(62.0, 2.1560355184842503)	(63.0, 2.037617554858934)	(64.0, 1.7924958225732948)	(65.0, 1.499040227583445)	(66.0, 1.2784306685263696)	(67.0, 1.0695593332688882)	(68.0, 0.874152431193294)	(69.0, 0.6666620634416472)	(70.0, 0.526148619722978)	(71.0, 0.4101473492328725)	(72.0, 0.3051938187894439)	(73.0, 0.22855012221562426)	(74.0, 0.1757281151174513)	(75.0, 0.12532280115448885)	(76.0, 0.08872716224987226)	(77.0, 0.06214353776255644)	(78.0, 0.0448814439396241)	(79.0, 0.038321848286909814)	(80.0, 0.02244072196981205)	(81.0, 0.010357256293759408)	(82.0, 0.008631046911466173)	(83.0, 0.0037976606410451163)	(84.0, 0.0010357256293759408)	(85.0, 0.0010357256293759408)	(86.0, 0.0003452418764586469)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
HBR_Rep2_ERCC.read2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0006904837529172938)	(12.0, 0.0006904837529172938)	(13.0, 0.0)	(14.0, 0.0006904837529172938)	(15.0, 0.004142902517503763)	(16.0, 0.0037976606410451163)	(17.0, 0.0027619350116691753)	(18.0, 0.005178628146879704)	(19.0, 0.005178628146879704)	(20.0, 0.006904837529172939)	(21.0, 0.008285805035007527)	(22.0, 0.012773949428969937)	(23.0, 0.021750238216894757)	(24.0, 0.027619350116691754)	(25.0, 0.03590515515169928)	(26.0, 0.05731015149213539)	(27.0, 0.08078659909132338)	(28.0, 0.12497755927803018)	(29.0, 0.18504964578183475)	(30.0, 0.3000151906425642)	(31.0, 0.5969232043970005)	(32.0, 0.8109731678013616)	(33.0, 0.8113184096778202)	(34.0, 0.9967132973361137)	(35.0, 1.3809675058345876)	(36.0, 1.668208747048182)	(37.0, 1.9412950713269717)	(38.0, 2.3842403988234158)	(39.0, 2.3576567743360997)	(40.0, 2.432574261527626)	(41.0, 2.225774377528897)	(42.0, 1.6889232596357007)	(43.0, 1.8456630715479265)	(44.0, 2.2806678358858212)	(45.0, 2.581718752157762)	(46.0, 2.884495877811995)	(47.0, 3.3025837902034163)	(48.0, 3.4824548078383715)	(49.0, 3.5760153563586647)	(50.0, 3.589479789540552)	(51.0, 3.7935177385276124)	(52.0, 4.453620206316546)	(53.0, 4.857207959896703)	(54.0, 4.844779252344193)	(55.0, 4.482275282062613)	(56.0, 4.0493419689834695)	(57.0, 3.8056012042036653)	(58.0, 3.701338157513154)	(59.0, 3.4054658693880935)	(60.0, 2.7760899286039797)	(61.0, 2.323477828566694)	(62.0, 2.094237222598152)	(63.0, 2.0441771505116484)	(64.0, 1.780757598773701)	(65.0, 1.500766436965738)	(66.0, 1.3015618742490989)	(67.0, 1.0664521563807603)	(68.0, 0.8696642867993315)	(69.0, 0.7015314929639705)	(70.0, 0.5613632911217599)	(71.0, 0.4460525043845719)	(72.0, 0.35939679339345143)	(73.0, 0.28344358057254915)	(74.0, 0.21163327026915055)	(75.0, 0.15604932815930841)	(76.0, 0.12152514051344372)	(77.0, 0.0911438553850828)	(78.0, 0.06904837529172939)	(79.0, 0.052476765221714336)	(80.0, 0.030036043251902282)	(81.0, 0.016226368193556405)	(82.0, 0.010702498170218054)	(83.0, 0.006559595652714292)	(84.0, 0.005178628146879704)	(85.0, 0.0027619350116691753)	(86.0, 0.0010357256293759408)	(87.0, 0.0003452418764586469)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
HBR_Rep3_ERCC.read1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0019262478233399597)	(17.0, 0.002696746952675943)	(18.0, 0.0015409982586719675)	(19.0, 0.0023114973880079513)	(20.0, 0.006549242599355863)	(21.0, 0.01618048171605566)	(22.0, 0.01849197910406361)	(23.0, 0.018877228668731604)	(24.0, 0.03659870864345923)	(25.0, 0.05354968948885088)	(26.0, 0.06664817468756261)	(27.0, 0.09245989552031807)	(28.0, 0.14100134066848505)	(29.0, 0.3097406499930655)	(30.0, 0.5039064305857335)	(31.0, 0.6294977886674988)	(32.0, 0.7154084415884611)	(33.0, 0.8286718136008506)	(34.0, 1.0702232906476816)	(35.0, 1.3576194658900036)	(36.0, 1.8260829365262816)	(37.0, 2.3561863375094383)	(38.0, 2.774567364738878)	(39.0, 2.634721772764397)	(40.0, 2.1539303160587426)	(41.0, 2.0160109719076016)	(42.0, 1.955526790254727)	(43.0, 2.005609233661566)	(44.0, 2.3619650809794583)	(45.0, 2.698287950934615)	(46.0, 3.1135869816467108)	(47.0, 3.4083028986177246)	(48.0, 3.4776478202579635)	(49.0, 3.5689519670842773)	(50.0, 3.5674109688256053)	(51.0, 3.9796280030203564)	(52.0, 4.966252138135084)	(53.0, 5.232459587320666)	(54.0, 4.5397808700476165)	(55.0, 4.1637772949316565)	(56.0, 3.8058804493550924)	(57.0, 3.402138905583037)	(58.0, 3.1679071702648978)	(59.0, 2.950241166227482)	(60.0, 2.6543695005624643)	(61.0, 2.293005408903888)	(62.0, 2.0815033979011606)	(63.0, 1.9994452406268781)	(64.0, 1.8075909574222182)	(65.0, 1.4570138535743455)	(66.0, 1.2270198634675542)	(67.0, 1.0320835837455502)	(68.0, 0.8182700753548149)	(69.0, 0.6410552756075385)	(70.0, 0.523939407948469)	(71.0, 0.4022005455133836)	(72.0, 0.29433066740634584)	(73.0, 0.22575624489544324)	(74.0, 0.17143605627725642)	(75.0, 0.1279028554697733)	(76.0, 0.08205815727428228)	(77.0, 0.04931194427750296)	(78.0, 0.038910206031467186)	(79.0, 0.03236096343211132)	(80.0, 0.020803476492071565)	(81.0, 0.008475490422695823)	(82.0, 0.004622994776015903)	(83.0, 0.0023114973880079513)	(84.0, 0.0015409982586719675)	(85.0, 0.0011557486940039757)	(86.0, 0.0007704991293359838)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
HBR_Rep3_ERCC.read2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0011557486940039757)	(16.0, 0.0019262478233399597)	(17.0, 0.0019262478233399597)	(18.0, 0.004622994776015903)	(19.0, 0.005778743470019879)	(20.0, 0.006549242599355863)	(21.0, 0.007704991293359839)	(22.0, 0.01194273650470775)	(23.0, 0.021573975621407546)	(24.0, 0.028508467785431403)	(25.0, 0.04314795124281509)	(26.0, 0.06472192686422264)	(27.0, 0.09130414682631409)	(28.0, 0.1475505832678409)	(29.0, 0.2053380179680397)	(30.0, 0.3613640916585764)	(31.0, 0.6976869616137334)	(32.0, 0.8949347387237452)	(33.0, 0.8926232413357373)	(34.0, 1.146502704451944)	(35.0, 1.5540967438706794)	(36.0, 1.7867874809301465)	(37.0, 2.0664786648791087)	(38.0, 2.4555807251937805)	(39.0, 2.4232197617616693)	(40.0, 2.4482609834650884)	(41.0, 2.2313654785570094)	(42.0, 1.7451805279460035)	(43.0, 1.8823293729678086)	(44.0, 2.2768249271878322)	(45.0, 2.5453438737614227)	(46.0, 2.868953508082536)	(47.0, 3.2422603362458204)	(48.0, 3.4468278550845235)	(49.0, 3.5431402462515216)	(50.0, 3.541213998428182)	(51.0, 3.7881589693803646)	(52.0, 4.358328325088992)	(53.0, 4.721618664570909)	(54.0, 4.737799146286965)	(55.0, 4.37797605288706)	(56.0, 4.008521720370456)	(57.0, 3.7931672137210484)	(58.0, 3.661411862604595)	(59.0, 3.3412694743654945)	(60.0, 2.763009877798838)	(61.0, 2.3303746166766834)	(62.0, 2.0884378900651845)	(63.0, 1.9917402493335183)	(64.0, 1.7313115436179558)	(65.0, 1.4597106005270213)	(66.0, 1.2493643382182977)	(67.0, 1.047878815896938)	(68.0, 0.8494752900929221)	(69.0, 0.666866996440294)	(70.0, 0.5455133835698766)	(71.0, 0.46769297150694217)	(72.0, 0.3667575855639283)	(73.0, 0.2758386883022822)	(74.0, 0.2003297736273558)	(75.0, 0.1336815989397932)	(76.0, 0.09592714160233)	(77.0, 0.07897616075693834)	(78.0, 0.06780392338156659)	(79.0, 0.047000446889495014)	(80.0, 0.025426471268087468)	(81.0, 0.015409982586719677)	(82.0, 0.008475490422695823)	(83.0, 0.0050082443406838945)	(84.0, 0.0034672460820119274)	(85.0, 0.0011557486940039757)	(86.0, 0.0003852495646679919)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
UHR_Rep1_ERCC.read1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.00021988460455952717)	(12.0, 0.00021988460455952717)	(13.0, 0.00021988460455952717)	(14.0, 0.0006596538136785815)	(15.0, 0.001319307627357163)	(16.0, 0.001319307627357163)	(17.0, 0.0019789614410357444)	(18.0, 0.002418730650154799)	(19.0, 0.00461757669575007)	(20.0, 0.009455037996059668)	(21.0, 0.014292499296369266)	(22.0, 0.016051576132845483)	(23.0, 0.021108922037714608)	(24.0, 0.03738038277511962)	(25.0, 0.053871728117084156)	(26.0, 0.07520053475935828)	(27.0, 0.10620426400225161)	(28.0, 0.15765726146918096)	(29.0, 0.3419205600900647)	(30.0, 0.5453138193076273)	(31.0, 0.684500773993808)	(32.0, 0.7555235012665353)	(33.0, 0.8841559949338588)	(34.0, 1.1115166760484099)	(35.0, 1.3294223191669012)	(36.0, 1.7636944131719674)	(37.0, 2.201484660849986)	(38.0, 2.531091683084717)	(39.0, 2.451053687025049)	(40.0, 2.1467333943146634)	(41.0, 2.1638843934703065)	(42.0, 2.2201748522375455)	(43.0, 2.4380804953560373)	(44.0, 3.0772850408105823)	(45.0, 3.5863179003658883)	(46.0, 4.25036940613566)	(47.0, 4.6318691950464395)	(48.0, 4.51533035462989)	(49.0, 4.115360258936111)	(50.0, 3.6608587813115676)	(51.0, 3.9752937658316916)	(52.0, 4.468055164649591)	(53.0, 4.525664931044188)	(54.0, 4.100188221221503)	(55.0, 4.004978187447228)	(56.0, 3.5471784407542923)	(57.0, 2.8928018575851393)	(58.0, 2.7613108640585424)	(59.0, 2.7351445961159584)	(60.0, 2.6166267942583734)	(61.0, 2.266130734590487)	(62.0, 2.049764283703912)	(63.0, 1.8481301013228257)	(64.0, 1.4758654658035462)	(65.0, 1.1031610610751479)	(66.0, 0.873821418519561)	(67.0, 0.7238601182099634)	(68.0, 0.6016042780748663)	(69.0, 0.45714009287925694)	(70.0, 0.32652863777089786)	(71.0, 0.24033387278356316)	(72.0, 0.1796457219251337)	(73.0, 0.12335526315789473)	(74.0, 0.07629995778215592)	(75.0, 0.04485645933014354)	(76.0, 0.029684421615536166)	(77.0, 0.018250422178440754)	(78.0, 0.010774345623416831)	(79.0, 0.007256191950464396)	(80.0, 0.003298269068392907)	(81.0, 0.0008795384182381087)	(82.0, 0.0010994230227976357)	(83.0, 0.0008795384182381087)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
UHR_Rep1_ERCC.read2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.00043976920911905433)	(15.0, 0.002418730650154799)	(16.0, 0.002418730650154799)	(17.0, 0.001319307627357163)	(18.0, 0.004837461300309598)	(19.0, 0.008135730368702505)	(20.0, 0.007476076555023923)	(21.0, 0.009674922600619196)	(22.0, 0.018030537573881227)	(23.0, 0.02880488319729806)	(24.0, 0.033642344497607654)	(25.0, 0.043757036307345905)	(26.0, 0.07410111173656066)	(27.0, 0.09850830284266816)	(28.0, 0.15413910779622852)	(29.0, 0.23439698846045598)	(30.0, 0.3957922882071489)	(31.0, 0.761240500985083)	(32.0, 0.9593565296932169)	(33.0, 0.9024064171122994)	(34.0, 1.1711054038840418)	(35.0, 1.5596415001407262)	(36.0, 1.7241151843512523)	(37.0, 1.8852905994933857)	(38.0, 2.2058823529411766)	(39.0, 2.475680762735716)	(40.0, 2.6447720236419925)	(41.0, 2.4888738390092877)	(42.0, 2.145194202082747)	(43.0, 2.3208820011258093)	(44.0, 2.839809667886293)	(45.0, 3.082342386715452)	(46.0, 3.2690244159864905)	(47.0, 3.913066422741345)	(48.0, 4.503016816774557)	(49.0, 4.415942513368984)	(50.0, 4.013553687025049)	(51.0, 3.7745391218688433)	(52.0, 3.9313168449197864)	(53.0, 4.170551294680552)	(54.0, 4.104585913312694)	(55.0, 3.96671826625387)	(56.0, 3.783774275260343)	(57.0, 3.5388228257810304)	(58.0, 3.5086986349563745)	(59.0, 3.279578877005348)	(60.0, 2.794513439347031)	(61.0, 2.36705776808331)	(62.0, 1.9571928651843513)	(63.0, 1.74852237545736)	(64.0, 1.4848807345904869)	(65.0, 1.1477976358007318)	(66.0, 0.8905326484660849)	(67.0, 0.7185828877005348)	(68.0, 0.6016042780748663)	(69.0, 0.5167288207148888)	(70.0, 0.40414790318041094)	(71.0, 0.28914825499577823)	(72.0, 0.20449268224036027)	(73.0, 0.14380453138193075)	(74.0, 0.10004749507458485)	(75.0, 0.06310688150858429)	(76.0, 0.04155819026175064)	(77.0, 0.026825921756262316)	(78.0, 0.01627146073740501)	(79.0, 0.011214114832535885)	(80.0, 0.00769596115958345)	(81.0, 0.0037380382775119617)	(82.0, 0.0019789614410357444)	(83.0, 0.0008795384182381087)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
UHR_Rep2_ERCC.read1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.00030793296915127515)	(10.0, 0.00030793296915127515)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.00030793296915127515)	(14.0, 0.00030793296915127515)	(15.0, 0.0018475978149076508)	(16.0, 0.0021555307840589264)	(17.0, 0.0033872626606640268)	(18.0, 0.008006257197933154)	(19.0, 0.013241117673504832)	(20.0, 0.014472849550109933)	(21.0, 0.016628380334168857)	(22.0, 0.027406034254463488)	(23.0, 0.04064715192796832)	(24.0, 0.05758346523128845)	(25.0, 0.07451977853460859)	(26.0, 0.11547486343172818)	(27.0, 0.1709027978789577)	(28.0, 0.22941006201769998)	(29.0, 0.42002056992233927)	(30.0, 0.6272594581611475)	(31.0, 0.7381153270556065)	(32.0, 0.821565161695602)	(33.0, 0.9647539923509452)	(34.0, 1.1867736631090144)	(35.0, 1.4251137812321015)	(36.0, 1.8888608327739218)	(37.0, 2.3923312373362564)	(38.0, 2.8388340426056056)	(39.0, 2.79880275661594)	(40.0, 2.324585984122976)	(41.0, 2.3061100059738995)	(42.0, 2.433902188171679)	(43.0, 2.5946431980686446)	(44.0, 3.1175133796875096)	(45.0, 3.550775067283354)	(46.0, 4.118603462398305)	(47.0, 4.435774420624119)	(48.0, 4.476421572552087)	(49.0, 4.175878994660442)	(50.0, 3.597272945625196)	(51.0, 3.833457532964225)	(52.0, 4.370184698194897)	(53.0, 4.391432073066335)	(54.0, 3.9412340721671706)	(55.0, 3.8082070294938193)	(56.0, 3.3961927167694137)	(57.0, 2.849303763556749)	(58.0, 2.6928738152279013)	(59.0, 2.5894083375930728)	(60.0, 2.4871745918348496)	(61.0, 2.1897113436347175)	(62.0, 1.928276252825285)	(63.0, 1.665301497170096)	(64.0, 1.300400928725835)	(65.0, 1.002629747556552)	(66.0, 0.8283396870169302)	(67.0, 0.7063982312330251)	(68.0, 0.5853805743565741)	(69.0, 0.4369568832256594)	(70.0, 0.312244030719393)	(71.0, 0.22941006201769998)	(72.0, 0.16566793740338603)	(73.0, 0.10962413701785395)	(74.0, 0.07020871696649074)	(75.0, 0.04434234755778362)	(76.0, 0.023402905655496912)	(77.0, 0.014164916580958656)	(78.0, 0.008006257197933154)	(79.0, 0.0033872626606640268)	(80.0, 0.002463463753210201)	(81.0, 0.0012317318766051006)	(82.0, 0.0006158659383025503)	(83.0, 0.0009237989074538254)	(84.0, 0.0006158659383025503)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
